,Clause,Opt-out via contacting company,Dont use service/feature,Opt-out link,Browser/device privacy controls,Unspecified,Opt-in,First-party privacy controls,Other,Third-party privacy controls
867,"This Privacy Policy will remain in full force and effect, even if your use of or participation in the Site or any particular service, feature, function or promotional activity offered through the Site terminates, expires, ceases, is suspended or deactivated for any reason. If you do not agree with this Privacy Policy, please do not participate in the Site or any features, activities or services offered through the Site.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,opt-in to receive special Promotions,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
869,You may also have the opportunity to opt-in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
870,if you choose to have Tracking Technologies enabled in your browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
871,"please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of the collection and/or use of Information collected by certain Third Party Advertising Service Providers.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
872,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
873,"by going to the Site's home page, logging in, clicking the ""Account"" link, to (1) deactivate your account",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
874,You may also use the opt-out mechanism that is contained in each such email.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
875,"In Connection with Marketing and Promotional E-mail and Offers. You may ""opt-out"" of receiving marketing and promotional e-mails from us at any time by going to the Site's home page, logging in, clicking the ""Account"" link, to (1) deactivate your account or (2) change or edit your preferences. You may also use the opt-out mechanism that is contained in each such email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
876,"by going to the Site's home page, logging in, clicking the ""Account"" link, to (1) deactivate your account or (2) change or edit your preferences.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
877,"you may click on the newsletter link provided in the footer of our website to select which newsletters you receive, follow the unsubscribe link in the applicable newsletter or unsubscribe through http://www.latinpost.com/site/unsubscribe_email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
878,"to manage your newsletter preferences, you may click on the newsletter link provided in the footer of our website to select which newsletters you receive, follow the unsubscribe link in the applicable newsletter or unsubscribe through http://www.latinpost.com/site/unsubscribe_email. Please note that when you opt-out of receiving any or all newsletters and other editorial-based e-mails from us, you are not opting out of receiving marketing and promotional e-mails from us",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
879,"you may click on the newsletter link provided in the footer of our website to select which newsletters you receive,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
880,follow the unsubscribe link in the applicable newsletter or unsubscribe through http://www.latinpost.com/site/unsubscribe_email.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
881,"In Connection with Wireless Marketing Services. See ""Termination of Wireless Services by Users"" under the ""Wireless Marketing Services and Associated Promotional Opportunities"" Section for more information on how you may unsubscribe from receiving text messages.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
882,"See ""Termination of Wireless Services by Users"" under the ""Wireless Marketing Services and Associated Promotional Opportunities"" Section for more information",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
883,"Certain Continuing Rights Regardless of Opt-Outs. However, even if you exercise your opt-out rights above",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,you have a number of options,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
885,"You can opt-out of the use of Other Information for these advertising purposes by two such Third Party Advertising Service Providers, Adobe AudienceManager (formerly known as Demdex) and DoubleClick/Google, by using those Third Party Advertising Service Providers' opt-out tools.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
886,"You can opt-out of the use of Other Information for these advertising purposes by two such Third Party Advertising Service Providers, Adobe AudienceManager (formerly known as Demdex) and DoubleClick/Google, by using those Third Party Advertising Service Providers' opt-out tools. You can access Adobe AudienceManager/Demdex's tool athttp://www.donottarget.com/ and DoubleClick's tool at http://www.google/com/intl/en/privacy/ads/ or as described in the next bullet point.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
887,by using those Third Party Advertising Service Providers' opt-out tools.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
888,"If you delete Tracking Technologies using the controls in your Web browser (a process described below) after opting out, you may have to opt out again to re-establish your opt-out preferences.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
889,The opt-out tools discussed above,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
890,"Opt-outs are ""browser-specific."" The opt-out preferences that you choose will apply only to the Web browser that you used when you selected these preferences. This means, for example, that if you opt-out while using Internet Explorer 9, this choice will not affect the use of Other Information collected by Tracking Technologies when you use Mozilla Firefox on the same Device. It also means that opting-out on one Device will not affect the use of Other Information by Tracking Technologies on other Devices that you may use to access the Site.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
891,"If you delete Tracking Technologies using the controls in your Web browser (a process described below) after opting out,",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
892,TYPICALLY CANNOT BE CONTROLLED THROUGH YOUR BROWSER. PLEASE SEE BELOW FOR INFORMATION ON HOW TO MANAGE FLASH COOKIES.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
893,You can prevent the use of certain Tracking Technologies (other than Flash cookies) by using the controls in your Web browser.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
894,"You can prevent the use of certain Tracking Technologies (other than Flash cookies) by using the controls in your Web browser. To do so, you must: Delete existing Tracking Technologies through the ""Internet Options"" sub-option of the ""Tools"" menu option of your browser or otherwise as directed by your browser's support feature; and Disable future Tracking Technologies through the same browser controls. Additional information on enabling or disabling most Tracking Technologies may be available through your browser's support feature. (See the ""help"" section of your browser for more information.)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
895,by using the controls in your Web browser.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
896,This is done through your browser on the Device you use to access the Site.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
897,"You can choose to have the Device you use to access the Site warn you each time a cookie or most other Tracking Technologies is being set (other than Flash cookies), or you can choose to turn off such warnings. This is done through your browser on the Device you use to access the Site",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
898,"Some Device manufacturers may preset their browsers to block Tracking Technologies from websites other than those you visit directly and, if so, certain services or advertisements may not work for such Devices. Further, if you delete, reject, disable or turn off Tracking Technologies, you may not have access to certain features of the Site and some of our other services may not function properly.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
899,Device,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
900,"For more information about Flash cookies and how to remove them from your computer, please visit http://kb2.adobe.com/cps/526/52697ee8.html4.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
901,"Latin Post may provide users and viewers with the opportunity to register for special Promotions, services, news, programming and information delivered via text messaging and other wireless devices such as mobile phones and, in the event we do so, users are required to provide their consent to receive such information from Latin Post, either by registering on the Site or via their wireless device.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
902,"""single opt-in"" or the ""double-opt-in""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
903,"Standard rate Promotions will be subject to either the ""single opt-in"" or the ""double-opt-in"" (Site/SMS) method",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
904,"The user may terminate the service at any time by using the unsubscribe command in any text message from Latin Posts or by sending a text message to Latin Posts that says ""STOP"", ""END"", ""CANCEL"", ""REMOVE"", ""UNSUBSCRIBE"" or ""QUIT"".",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
905,"i. Single Opt-in Method: In response to print, radio, television, Internet, or other promotional messages, users will be directed to send a specific word or code via a text message to a designated telephone number to register for the service promoted.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
906,"terminate the service at any time by using the unsubscribe command in any text message from Latin Posts or by sending a text message to Latin Posts that says ""STOP"", ""END"", ""CANCEL"", ""REMOVE"", ""UNSUBSCRIBE"" or ""QUIT"".",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
907,"In response to print, radio, television, Internet, or other promotional messages, users will be directed to this Site to start the registration process. The user must affirmatively consent to Latin Post's sending of wireless messages to his or her designated wireless device by submitting a telephone number (or wireless email address, only if requested by Latin Post's) and by clicking the consent statement on the Site's registration page. The user must also agree to the Site's Privacy Policy and Terms of Use Agreement before the online registration process is completed. Latin Post's will then send a ""Confirmation"" message to the user's designated wireless device and will request that the user confirm that he or she has agreed to receive messages from Latin Post's to that particular telephone number (or wireless domain name when appropriate). The user must respond to the ""Confirmation"" message with a text message that states ""YES"" or ""Y"" that will indicate the user's acceptance of Latin Post's wireless marketing service. Until the user responds to the ""Confirmation"" message, the user is not registered for the specific wireless marketing service subject to the Promotion. A user may respond to the ""Confirmation"" message at any time provided that Latin Post may choose to terminate offering wireless marketing service at any time and the user's response to the ""Confirmation"" is only valid if the response is received while Latin Post continues to offer the specific wireless marketing service.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
908,"iii. Double Opt-in (SMS/SMS) Method: In response to print, radio, television, Internet, or other promotional messages, users will be directed to send a specific word or code via a text message to a designated telephone number to register for the service promoted. Latin Post will then send a ""Confirmation"" message to the user's designated wireless device and will request that the user confirm that he or she has agreed to receive messages from Latin Post to that particular telephone number (or wireless domain name when appropriate). The user must respond to the ""Confirmation"" message with a text message that states ""YES"" or ""Y"" that will indicate the user's acceptance of Latin Post wireless marketing service. Until the user responds to the ""Confirmation"" message, the user is not registered for the specific wireless marketing service subject to the Promotion. A user may respond to the ""Confirmation"" message at any time provided that Latin Post may choose to terminate offering wireless marketing service at any time and the user's response to the ""Confirmation"" is only valid if the response is received while Latin Post continues to offer the specific wireless marketing service.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
909,revoke their consent to receive messages from Latin Post by the following procedure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
910,"unsubscribe mechanism provided by Latin Post at the time the message is sent, or by sending a text message that says ""STOP"", ""END"", ""CANCEL"", ""REMOVE"", ""UNSUBSCRIBE"" or ""QUIT"".",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
911,"A user may cancel one or more services via his or her wireless device at any time by using the unsubscribe mechanism provided by Latin Post at the time the message is sent, or by sending a text message that says ""STOP"", ""END"", ""CANCEL"", ""REMOVE"", ""UNSUBSCRIBE"" or ""QUIT"".",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
912,"via his or her wireless device at any time by using the unsubscribe mechanism provided by Latin Post at the time the message is sent, or by sending a text message that says ""STOP"", ""END"", ""CANCEL"", ""REMOVE"", ""UNSUBSCRIBE"" or ""QUIT"".",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
913,you will need to contact the Co-Branded Partner directly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,"You may also exercise certain privacy settings options by, if you are a registered user of the Site and logged into the Site, clicking ""Profile"" or your display name at the top of the Site, selecting ""Edit Profile"" or ""Manage Account"" and selecting the ""Privacy"" tab.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
915,"clicking ""Profile"" or your display name at the top of the Site, selecting ""Edit Profile"" or ""Manage Account"" and selecting the ""Privacy"" tab.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
916,always has the right to unsubscribe (opt-out) from receiving future emails or text messages via the unsubscribe mechanism contained in the email or message.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
917,"a, we provide you with information on how to exercise your disclosure choice options such as your right to opt-out (which we may sometimes refer to as ""unsubscribe"")",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
918,opt-in for use of your Personal Information by third parties (such as Advertisers) for marketing purposes.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
919,"information on how to exercise your disclosure choice options such as your right to opt-out (which we may sometimes refer to as ""unsubscribe"")",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
920,information about how to exercise your third party disclosure choices,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
921,"You can always choose not to provide information, even though it may be needed to use our services.",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
922,"If you do not want to receive our newsletter or marketing communications from us, you can click the ""unsubscribe"" link at the bottom of the email you receive.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
923,"If you do not want to receive emails from us about specific geocaches or Trackables, you can change your preferences by logging into your account and removing these geocaches and/or Trackables from your Watchlist or bookmarks.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
924,"If you have granted us access to your Facebook or Twitter account by linking, you can disconnect the link by logging into your account, accessing your profile and clicking the Facebook or Twitter icon to disconnect.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
925,"click the ""unsubscribe"" link",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
926,"you can click the ""unsubscribe"" link at the bottom of the email you receive.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
927,you can change your preferences by logging into your account and removing these geocaches and/or Trackables from your Watchlist or bookmarks.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
928,"you can disconnect the link by logging into your account, accessing your profile and clicking the Facebook or Twitter icon to disconnect.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
929,"You may use the tools in your browser to decline, disable, or delete any cookies.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
930,"may use the tools in your browser to decline, disable, or delete",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
