,Clause,Category
1738,"you can cancel your subscription at any time. A list of those Paid Video Subscription Services, together with information on how to contact customer service about your account, will appear here.",First-party privacy controls
1739,We have such a policy in place. Sections 4(d)and 5(d) explain our practices and how you can opt-out of,Unspecified
1740,"You may opt-out of these messages from us by replying ""STOP"" or following the instructions provided in the message.",Opt-out via contacting company
1741,"You may opt-out of these messages from us by replying ""STOP"" or following the instructions provided in the message.",Opt-out via contacting company
1742,"by replying ""STOP""",Other
1743,"by replying ""STOP""",Other
1744,or following the instructions provided in the message.,Unspecified
1745,or following the instructions provided in the message.,Unspecified
1746,you may follow the unsubscribe instructions in the email,Opt-out link
1747,manage your preferences at https://preferences.hearstmags.com/Hearst/Login.aspx.,First-party privacy controls
1748,"If you want us to stop sending you promotional materials to your postal mailing address, you may notify us in writing by sending a notice to Mail PreferenceService, P.O. Box 6000, Harlan, Iowa 51593 or contacting us at customercare@hearstmags.com.",Opt-out via contacting company
1749,"If you want us to stop sending you promotional materials to your email, you may follow the unsubscribe instructions in the email or manage your preferences at https://preferences.hearstmags.com/Hearst/Login.aspx. If you want us to stop sending you promotional materials to your postal mailing address, you may notify us in writing by sending a notice to Mail PreferenceService, P.O. Box 6000, Harlan, Iowa 51593 or contacting us at customercare@hearstmags.com. Certain Covered Sites may include a customer service link at the bottom of such site. If so, you may also manage your email preferences through that link.",Opt-out via contacting company
1750,"If you want us to stop sending you promotional materials to your email, you may follow the unsubscribe instructions in the email or manage your preferences at https://preferences.hearstmags.com/Hearst/Login.aspx. If you want us to stop sending you promotional materials to your postal mailing address, you may notify us in writing by sending a notice to Mail PreferenceService, P.O. Box 6000, Harlan, Iowa 51593 or contacting us at customercare@hearstmags.com. Certain Covered Sites may include a customer service link at the bottom of such site. If so, you may also manage your email preferences through that link.",Opt-out via contacting company
1751,you may follow the unsubscribe instructions in the email,Unspecified
1752,or manage your preferences at https://preferences.hearstmags.com/Hearst/Login.aspx.,First-party privacy controls
1753,"you may notify us in writing by sending a notice to Mail PreferenceService, P.O. Box 6000, Harlan, Iowa 51593 or contacting us at customercare@hearstmags.com.",Opt-out via contacting company
1754,"Certain Covered Sites may include a customer service link at the bottom of such site. If so, you may also manage your email preferences through that link.",First-party privacy controls
1755,"If you want us to stop further sharing your postal mailing contact information with third parties (if we have your postal address), you may notify us in writing by sending a notice to Mail Preference Service, P.O. Box 6000, Harlan,Iowa 51593 or contacting us at customercare@hearstmags.com",Opt-out via contacting company
