,Clause,Data access limitation,Generic,Privacy/Security program,Other,Unspecified,Secure data transfer,Secure user authentication,Privacy review/audit,Secure data storage,Privacy training
508,"In order to try to minimize this risk, we encrypt all information that you submit in ordering of our premium products using the Secure Sockets Layer (SSL) protocol.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
509,"We consider the protection of all personally identifiable information we receive from our Web site visitors and subscribers as critical to our corporate mission. Please be assured that we have security measures in place to protect against the loss and misuse of any information we receive from you. As with any transmission over the Internet, however, there is always some element of risk involved in sending personal information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,we have security measures in place to protect against the loss and misuse of any information we receive from you.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,we encrypt all information that you submit in ordering of our premium products using the Secure Sockets Layer (SSL) protocol.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
512,"What Is Our Pledge of Accountability? We require our associates, business partners, and service providers to manage your personal information properly.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,"We require our associates, business partners, and service providers to manage your personal information properly.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,We have designated a team of trained associates who are responsible for helping to ensure compliance with this Policy. We require all those who manage customers' personal information to do so properly and in accordance with our policies.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
515,Our goal is to limit the information we collect to the information needed to support our business.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,We will not sell or rent your personal information.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,"We will not share your personal information outside of our corporate family of companies, except in the following circumstances:",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,We require our service providers to keep your personal information secure. We do not allow our service providers to use or share your personal information for any purpose other than providing services on our behalf.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,We require our service providers to keep your personal information secure.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,We will use reasonable measures to help ensure that any successor treats your information in accordance with this Policy.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,We also take reasonable steps to keep your personal information accurate and complete.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,"We take reasonable steps to keep your personal information accurate and complete. You can access or update your personal information, including contact or account information, in the following ways:",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,"We recognize the importance of maintaining the security of our customers' personal information. We use reasonable security measures, including physical, administrative, and technical safeguards to protect your personal information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,"We use reasonable security measures, including physical, administrative, and technical safeguards to protect your personal information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,"These measures may include security access controls or other physical security safeguards, information security technologies and policies,",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,procedures to help ensure the appropriate disposal of information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
527,training programs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,"We have a team of associates who are responsible for helping to protect the security of your information. Whether you are shopping on our websites, through our mobile services, or in our stores, we use reasonable security measures, including physical, administrative, and technical safeguards. These measures may include security access controls or other physical security safeguards, information security technologies and policies, procedures to help ensure the appropriate disposal of information, and training programs.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,We have a team of associates who are responsible for helping to protect the security of your information.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,training programs.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
531,"we use reasonable security measures, including physical, administrative, and technical safeguards. These measures may include security access controls or other physical security safeguards, information security technologies and policies, procedures to help ensure the appropriate disposal of information",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Passwords are required to access your online account and help to protect your account information. Please keep this password confidential.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,"Encryption technology, called Secure Sockets Layer (SSL), helps to protect personal information in certain areas of our websites during transport across the Internet. The presence of SSL encryption may be indicated by https in the browser URL or the image of a closed lock or solid key in the browser window. These indications may not be present in mobile services that use SSL.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
534,"Encryption technology, called Secure Sockets Layer (SSL), helps to protect personal information in certain areas of our websites during transport across the Internet. The presence of SSL encryption may be indicated by https in the browser URL or the image of a closed lock or solid key in the browser window. These indications may not be present in mobile services that use SSL. For payment card information, we use secured networks, encryption or other protection of cardholder data, physical and technical access controls, monitoring and tests of security systems, and other information security practices to help to protect your information.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
535,Passwords are required to access your online account and help to protect your account information.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
536,"Encryption technology, called Secure Sockets Layer (SSL), helps to protect personal information in certain areas of our websites during transport across the Internet.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
537,"monitoring and tests of security systems, and other information security practices to help to protect your information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,"To learn more about measures you can take to protect the security of your personal information, please click here.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Yahoo takes your privacy seriously.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,"Yahoo participates in the Safe Harbor program developed by the U.S. Department of Commerce and the European Union. To view our certification, visit the U.S. Department of Commerce's Safe Harbor Web site. For more information about Yahoo's participation in the Safe Harbor program, please visit our Safe Harbor details page.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,We limit access to personal information about you to employees who we believe reasonably need to come into contact with that information to provide products or services to you or in order to do their jobs.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,"We have physical, electronic, and procedural safeguards that comply with federal regulations to protect personal information about you.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,"We have physical, electronic, and procedural safeguards that comply with federal regulations to protect personal information about you",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,"To learn more about security, including the security steps we have taken and security steps you can take, please read Security at Yahoo.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
545,"Because the success of the Services is dependent on building and maintaining goodwill with our customers, this Web site and WorldNow (hereinafter collectively referred to as ""we"" or ""us"" or ""our"") are committed to implementing measures designed to protect the privacy of those using our services. Moreover, we see it as our responsibility to set examples and help establish the standards for privacy on the Internet.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,"No security system is impenetrable. Accordingly, we cannot guarantee the security of any database that stores personally identifiable information in connection with the Services, nor can we guarantee that information you supply will not be intercepted while being transmitted to us over the Internet.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
547,"No security system is impenetrable. Accordingly, we cannot guarantee the security of any database that stores personally identifiable information in connection with the Services, nor can we guarantee that information you supply will not be intercepted while being transmitted to us over the Internet",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,We limit access and collection of information for specific purposes by advertising service providers.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
